publishedAt,authorDisplayName,textDisplay,likeCount,Type,char_count,textDisplay_clean,textDisplay_casefolding,textDisplay_stopword,textDisplay_token,textDisplay_stemming
2024-12-08 08:59:19+00:00,@mariya9389,Rayyanza sayangku cintaku i lopyu selamanya â¤ðŸ¥°,1,Toxic,51,Rayyanza sayangku cintaku  lopyu selamanya ,rayyanza sayangku cintaku  lopyu selamanya ,rayyanza sayangku cintaku lopyu,"['rayyanza', 'sayangku', 'cintaku', 'lopyu']","['rayyanza', 'sayang', 'cinta', 'lopyu']"
2024-12-08 08:58:53+00:00,@mariya9389,Rayyanza batita cerdas ganteng gemesin baik Sholeh <br>Masih aja banyak yg iri hati sama anak kecil,9,Toxic,99,Rayyanza batita cerdas ganteng gemesin baik Sholeh brMasih aja banyak yg iri hati sama anak kecil,rayyanza batita cerdas ganteng gemesin baik sholeh brmasih aja banyak yg iri hati sama anak kecil,rayyanza batita cerdas ganteng gemesin sholeh brmasih aja yg iri hati anak,"['rayyanza', 'batita', 'cerdas', 'ganteng', 'gemesin', 'sholeh', 'brmasih', 'aja', 'yg', 'iri', 'hati', 'anak']","['rayyanza', 'batita', 'cerdas', 'ganteng', 'gemesin', 'sholeh', 'brmasih', 'aja', 'yg', 'iri', 'hati', 'anak']"
2024-12-08 08:58:10+00:00,@mariya9389,"Fans nya Abe tukang bully nyebelin bgt, udah rayyanza ga usah main bareng abe lagi<br>Kasian rayyanza kesayangan ku<br>Fans nya Abe iri dengki sama anak kecil",2,Toxic,158,Fans nya Abe tukang bully nyebelin bgt udah rayyanza ga usah main bareng abe lagibrKasian rayyanza kesayangan kubrFans nya Abe iri dengki sama anak kecil,fans nya abe tukang bully nyebelin bgt udah rayyanza ga usah main bareng abe lagibrkasian rayyanza kesayangan kubrfans nya abe iri dengki sama anak kecil,fans nya abe tukang bully nyebelin bgt udah rayyanza ga main bareng abe lagibrkasian rayyanza kesayangan kubrfans nya abe iri dengki anak,"['fans', 'nya', 'abe', 'tukang', 'bully', 'nyebelin', 'bgt', 'udah', 'rayyanza', 'ga', 'main', 'bareng', 'abe', 'lagibrkasian', 'rayyanza', 'kesayangan', 'kubrfans', 'nya', 'abe', 'iri', 'dengki', 'anak']","['fans', 'nya', 'abe', 'tukang', 'bully', 'nyebelin', 'bgt', 'udah', 'rayyanza', 'ga', 'main', 'bareng', 'abe', 'lagibrkasian', 'rayyanza', 'sayang', 'kubrfans', 'nya', 'abe', 'iri', 'dengki', 'anak']"
2024-12-08 08:53:53+00:00,@bangcupu9666,KURANGG BAYI GEDE PADIL JAIDIðŸ˜‚,1,Non-Toxic,33,KURANGG BAYI GEDE PADIL JAIDI,kurangg bayi gede padil jaidi,kurangg bayi gede padil jaidi,"['kurangg', 'bayi', 'gede', 'padil', 'jaidi']","['kurangg', 'bayi', 'gede', 'padil', 'jaidi']"
2024-12-09 00:20:02+00:00,@Chatarinaay,Hahahhaa ðŸ˜‚,0,Non-Toxic,13,Hahahhaa ,hahahhaa ,hahahhaa,['hahahhaa'],['hahahhaa']
2024-12-08 08:42:28+00:00,@tatahida,"Habis ini semoga Ajja ketemu Ritsuki &amp; mas Natsuki, pumpung mereka lagi d Indo, pasti seruu..",1,Non-Toxic,97,Habis ini semoga Ajja ketemu Ritsuki amp mas Natsuki pumpung mereka lagi  Indo pasti seruu,habis ini semoga ajja ketemu ritsuki amp mas natsuki pumpung mereka lagi  indo pasti seruu,habis semoga ajja ketemu ritsuki amp mas natsuki pumpung indo seruu,"['habis', 'semoga', 'ajja', 'ketemu', 'ritsuki', 'amp', 'mas', 'natsuki', 'pumpung', 'indo', 'seruu']","['habis', 'moga', 'ajja', 'ketemu', 'ritsuki', 'amp', 'mas', 'natsuki', 'pumpung', 'indo', 'seruu']"
2024-12-08 08:24:11+00:00,@s3.pengangguran,Nampak sekali bayi meteyol menguasai lane dari menit pertama ðŸ¤£,2,Toxic,65,Nampak sekali bayi meteyol menguasai lane dari menit pertama ,nampak sekali bayi meteyol menguasai lane dari menit pertama ,nampak bayi meteyol menguasai lane menit,"['nampak', 'bayi', 'meteyol', 'menguasai', 'lane', 'menit']","['nampak', 'bayi', 'meteyol', 'kuasa', 'lane', 'menit']"
2024-12-08 08:18:40+00:00,@anyaw8069,Cipung ajja lucuuðŸ˜,1,Toxic,21,Cipung ajja lucuu,cipung ajja lucuu,cipung ajja lucuu,"['cipung', 'ajja', 'lucuu']","['cipung', 'ajja', 'lucuu']"
2024-12-08 08:18:40+00:00,@hanifah.s78,hemes bgt pas pake kostumðŸ˜­ðŸ˜­ðŸ˜­ðŸ¤£,1,Non-Toxic,41,hemes bgt pas pake kostum,hemes bgt pas pake kostum,hemes bgt pas pake kostum,"['hemes', 'bgt', 'pas', 'pake', 'kostum']","['hemes', 'bgt', 'pas', 'pake', 'kostum']"
2024-12-08 08:16:29+00:00,@meysikanajwa5636,LUCUUU POLLLL,1,Non-Toxic,13,LUCUUU POLLLL,lucuuu pollll,lucuuu pollll,"['lucuuu', 'pollll']","['lucuuu', 'pollll']"
2024-12-08 07:56:42+00:00,@andnira,ko banyak komen yg nyudutin aja sih? ini yg komen pdhl orng&#39; dewasa lohh kasiann ajja,5,Toxic,89,ko banyak komen yg nyudutin aja sih ini yg komen pdhl  dewasa lohh kasiann ajja,ko banyak komen yg nyudutin aja sih ini yg komen pdhl  dewasa lohh kasiann ajja,ko komen yg nyudutin aja sih yg komen pdhl dewasa lohh kasiann ajja,"['ko', 'komen', 'yg', 'nyudutin', 'aja', 'sih', 'yg', 'komen', 'pdhl', 'dewasa', 'lohh', 'kasiann', 'ajja']","['ko', 'komen', 'yg', 'nyudutin', 'aja', 'sih', 'yg', 'komen', 'pdhl', 'dewasa', 'lohh', 'kasiann', 'ajja']"
2024-12-09 00:20:25+00:00,@Chatarinaay,Bener kak,0,Non-Toxic,9,Bener kak,bener kak,bener kak,"['bener', 'kak']","['bener', 'kak']"
2024-12-08 07:49:16+00:00,@Ikbal082,Lucu banget rayanza,1,Toxic,19,Lucu banget rayanza,lucu banget rayanza,lucu banget rayanza,"['lucu', 'banget', 'rayanza']","['lucu', 'banget', 'rayanza']"
2024-12-08 07:28:17+00:00,@RatnaRafitasari,Kpn..sama ritsuki..ðŸ˜…,0,Non-Toxic,23,Kpnsama ritsuki,kpnsama ritsuki,kpnsama ritsuki,"['kpnsama', 'ritsuki']","['kpnsama', 'ritsuki']"
2024-12-08 07:28:13+00:00,@muhammadfahrezi1053,Cipung sok asik jir,1,Toxic,19,Cipung sok asik jir,cipung sok asik jir,cipung sok asik jir,"['cipung', 'sok', 'asik', 'jir']","['cipung', 'sok', 'asik', 'jir']"
2024-12-08 07:36:19+00:00,@Susiandriani592,Idihh emang nya mslah itu rumah dia. kocak lu,1,Toxic,45,Idihh emang nya mslah itu rumah dia kocak lu,idihh emang nya mslah itu rumah dia kocak lu,idihh emang nya mslah rumah kocak lu,"['idihh', 'emang', 'nya', 'mslah', 'rumah', 'kocak', 'lu']","['idihh', 'emang', 'nya', 'mslah', 'rumah', 'kocak', 'lu']"
2024-12-08 07:57:20+00:00,@andnira,buset kasi tau bang menit brpa aja so asiknya?ðŸ˜‚,0,Toxic,50,buset kasi tau bang menit brpa aja so asiknya,buset kasi tau bang menit brpa aja so asiknya,buset kasi tau bang menit brpa aja so asiknya,"['buset', 'kasi', 'tau', 'bang', 'menit', 'brpa', 'aja', 'so', 'asiknya']","['buset', 'kasi', 'tau', 'bang', 'menit', 'brpa', 'aja', 'so', 'asiknya']"
2024-12-08 07:18:16+00:00,@LidyaMarsan,Aja Artis Yach ?? ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,0,Toxic,34,Aja Artis Yach  ,aja artis yach  ,aja artis yach,"['aja', 'artis', 'yach']","['aja', 'artis', 'yach']"
2024-12-08 07:15:59+00:00,@bintangcahya4389,rayanza ketemu ritsukii,0,Non-Toxic,23,rayanza ketemu ritsukii,rayanza ketemu ritsukii,rayanza ketemu ritsukii,"['rayanza', 'ketemu', 'ritsukii']","['rayanza', 'ketemu', 'ritsukii']"
2024-12-08 07:15:34+00:00,@tasyar8175,&quot;abe mau duluan&quot; <br>BISABISANYA ABE NGEDULUIN SEORANG RAYANZZA?!!!!!,0,Toxic,79,quotabe mau duluanquot brBISABISANYA ABE NGEDULUIN SEORANG RAYANZZA,quotabe mau duluanquot brbisabisanya abe ngeduluin seorang rayanzza,quotabe duluanquot brbisabisanya abe ngeduluin rayanzza,"['quotabe', 'duluanquot', 'brbisabisanya', 'abe', 'ngeduluin', 'rayanzza']","['quotabe', 'duluanquot', 'brbisabisanya', 'abe', 'ngeduluin', 'rayanzza']"
2024-12-08 07:15:09+00:00,@dodyjamzelaaa3065,2 bocil kesayangan kaka2 di indoensiaâ¤â¤,0,Non-Toxic,43, bocil kesayangan  di indoensia, bocil kesayangan  di indoensia,bocil kesayangan indoensia,"['bocil', 'kesayangan', 'indoensia']","['bocil', 'sayang', 'indoensia']"
2024-12-08 07:11:57+00:00,@MislanCikmaat,Lucu dn gemes.pintarrâ¤,0,Non-Toxic,24,Lucu dn gemespintarr,lucu dn gemespintarr,lucu dn gemespintarr,"['lucu', 'dn', 'gemespintarr']","['lucu', 'dn', 'gemespintarr']"
2024-12-08 07:08:14+00:00,@pujihera,Lucuuu ðŸ˜Š,0,Non-Toxic,11,Lucuuu ,lucuuu ,lucuuu,['lucuuu'],['lucuuu']
2024-12-08 07:04:17+00:00,@soyaalalala8199,Abeeeâ¤â¤â¤,0,Non-Toxic,14,Abeee,abeee,abeee,['abeee'],['abeee']
2024-12-08 07:00:32+00:00,@éº—å¡ç•¢,seru bnget liat abe ama cipung â¤ðŸ˜…,0,Non-Toxic,38,seru bnget liat abe ama cipung ,seru bnget liat abe ama cipung ,seru bnget liat abe ama cipung,"['seru', 'bnget', 'liat', 'abe', 'ama', 'cipung']","['seru', 'bnget', 'liat', 'abe', 'ama', 'cipung']"
2024-12-08 07:00:14+00:00,@éº—å¡ç•¢,yg ditunggu&quot; akhirnyaâ¤â¤â¤,0,Non-Toxic,35,yg ditungguquot akhirnya,yg ditungguquot akhirnya,yg ditungguquot,"['yg', 'ditungguquot']","['yg', 'ditungguquot']"
2024-12-08 06:54:11+00:00,@fennyrahmawati3810,Part 2 mn udah berulang kali nonton ini,0,Non-Toxic,39,Part  mn udah berulang kali nonton ini,part  mn udah berulang kali nonton ini,part mn udah berulang kali nonton,"['part', 'mn', 'udah', 'berulang', 'kali', 'nonton']","['part', 'mn', 'udah', 'ulang', 'kali', 'nonton']"
2024-12-08 06:46:28+00:00,@ameliyalstr_900,lain kali gausa collab sm ajja be,1,Toxic,33,lain kali gausa collab sm ajja be,lain kali gausa collab sm ajja be,kali gausa collab sm ajja be,"['kali', 'gausa', 'collab', 'sm', 'ajja', 'be']","['kali', 'gausa', 'collab', 'sm', 'ajja', 'be']"
2024-12-08 06:36:30+00:00,@nathasyafelicia9380,"kmren pd minta collab ka, mkny collab",0,Non-Toxic,37,kmren pd minta collab ka mkny collab,kmren pd minta collab ka mkny collab,kmren pd collab ka mkny collab,"['kmren', 'pd', 'collab', 'ka', 'mkny', 'collab']","['kmren', 'pd', 'collab', 'ka', 'mkny', 'collab']"
2024-12-08 06:32:17+00:00,@lastrirahelitapanjaitan8921,"udh tau si rayanza ini suka mukul, kenapa masih ditemuin sama anak2 lain sii, kesel gue",1,Toxic,87,udh tau si rayanza ini suka mukul kenapa masih ditemuin sama  lain sii kesel gue,udh tau si rayanza ini suka mukul kenapa masih ditemuin sama  lain sii kesel gue,udh tau si rayanza suka mukul ditemuin sii kesel gue,"['udh', 'tau', 'si', 'rayanza', 'suka', 'mukul', 'ditemuin', 'sii', 'kesel', 'gue']","['udh', 'tau', 'si', 'rayanza', 'suka', 'mukul', 'ditemuin', 'sii', 'kesel', 'gue']"
2024-12-08 07:52:14+00:00,@Susiandriani592,"Mukul apa sih blok goblok . gara&quot; cipung nendang kepala dino nya , bukan nendang abe nya kan.. gitu aja cipung lu NYINYIRIN. pdahal mreka juga blum ngrti masih anak&quot;. yg kaya gini yg buat fans cipung dan fans Rans emang paling MLS klo cipung colab sama yg viral&quot;. Klo gk sesuai ekspektasi fans fanatiknya nya gk trima lngsng bar&quot; hujat bully gk mikirin yg di hujat juga sama&quot; masih anak kecil.. mirisss... di ige abe sama cipung komen nya baik&quot; smua pda gk mslah .. di pebuk toktok tmpat nya org tolill smua sdm rendah termasuk lu yg hate komen di sini.. hiperbola Cok",0,Toxic,598,Mukul apa sih blok goblok  garaquot cipung nendang kepala dino nya  bukan nendang abe nya kan gitu aja cipung lu NYINYIRIN pdahal mreka juga blum ngrti masih anakquot yg kaya gini yg buat fans cipung dan fans Rans emang paling MLS klo cipung colab sama yg viralquot Klo gk sesuai ekspektasi fans fanatiknya nya gk trima lngsng barquot hujat bully gk mikirin yg di hujat juga samaquot masih anak kecil mirisss di ige abe sama cipung komen nya baikquot smua pda gk mslah  di pebuk toktok tmpat nya org tolill smua sdm rendah termasuk lu yg hate komen di sini hiperbola Cok,mukul apa sih blok goblok  garaquot cipung nendang kepala dino nya  bukan nendang abe nya kan gitu aja cipung lu nyinyirin pdahal mreka juga blum ngrti masih anakquot yg kaya gini yg buat fans cipung dan fans rans emang paling mls klo cipung colab sama yg viralquot klo gk sesuai ekspektasi fans fanatiknya nya gk trima lngsng barquot hujat bully gk mikirin yg di hujat juga samaquot masih anak kecil mirisss di ige abe sama cipung komen nya baikquot smua pda gk mslah  di pebuk toktok tmpat nya org tolill smua sdm rendah termasuk lu yg hate komen di sini hiperbola cok,mukul sih blok goblok garaquot cipung nendang kepala dino nya nendang abe nya gitu aja cipung lu nyinyirin pdahal mreka blum ngrti anakquot yg kaya gini yg fans cipung fans rans emang mls klo cipung colab yg viralquot klo gk sesuai ekspektasi fans fanatiknya nya gk trima lngsng barquot hujat bully gk mikirin yg hujat samaquot anak mirisss ige abe cipung komen nya baikquot smua pda gk mslah pebuk toktok tmpat nya org tolill smua sdm rendah lu yg hate komen hiperbola cok,"['mukul', 'sih', 'blok', 'goblok', 'garaquot', 'cipung', 'nendang', 'kepala', 'dino', 'nya', 'nendang', 'abe', 'nya', 'gitu', 'aja', 'cipung', 'lu', 'nyinyirin', 'pdahal', 'mreka', 'blum', 'ngrti', 'anakquot', 'yg', 'kaya', 'gini', 'yg', 'fans', 'cipung', 'fans', 'rans', 'emang', 'mls', 'klo', 'cipung', 'colab', 'yg', 'viralquot', 'klo', 'gk', 'sesuai', 'ekspektasi', 'fans', 'fanatiknya', 'nya', 'gk', 'trima', 'lngsng', 'barquot', 'hujat', 'bully', 'gk', 'mikirin', 'yg', 'hujat', 'samaquot', 'anak', 'mirisss', 'ige', 'abe', 'cipung', 'komen', 'nya', 'baikquot', 'smua', 'pda', 'gk', 'mslah', 'pebuk', 'toktok', 'tmpat', 'nya', 'org', 'tolill', 'smua', 'sdm', 'rendah', 'lu', 'yg', 'hate', 'komen', 'hiperbola', 'cok']","['mukul', 'sih', 'blok', 'goblok', 'garaquot', 'cipung', 'nendang', 'kepala', 'dino', 'nya', 'nendang', 'abe', 'nya', 'gitu', 'aja', 'cipung', 'lu', 'nyinyirin', 'pdahal', 'mreka', 'blum', 'ngrti', 'anakquot', 'yg', 'kaya', 'gin', 'yg', 'fans', 'cipung', 'fans', 'rans', 'emang', 'mls', 'klo', 'cipung', 'colab', 'yg', 'viralquot', 'klo', 'gk', 'sesuai', 'ekspektasi', 'fans', 'fanatik', 'nya', 'gk', 'trima', 'lngsng', 'barquot', 'hujat', 'bully', 'gk', 'mikirin', 'yg', 'hujat', 'samaquot', 'anak', 'mirisss', 'ige', 'abe', 'cipung', 'komen', 'nya', 'baikquot', 'smua', 'pda', 'gk', 'mslah', 'buk', 'toktok', 'tmpat', 'nya', 'org', 'tolill', 'smua', 'sdm', 'rendah', 'lu', 'yg', 'hate', 'komen', 'hiperbola', 'cok']"
2024-12-08 06:27:45+00:00,@riskihidayat-i5e,Makin seneng nih KLO gini dri tdi,0,Non-Toxic,33,Makin seneng nih KLO gini dri tdi,makin seneng nih klo gini dri tdi,seneng nih klo gini dri tdi,"['seneng', 'nih', 'klo', 'gini', 'dri', 'tdi']","['neng', 'nih', 'klo', 'gin', 'dri', 'tdi']"
2024-12-08 06:25:45+00:00,@anandityawaskitorini_2224,jangan jangan abis colab sama abee nanti malah tau&#39; colab sama ritsukii ðŸ˜‚,0,Non-Toxic,80,jangan jangan abis colab sama abee nanti malah  colab sama ritsukii ,jangan jangan abis colab sama abee nanti malah  colab sama ritsukii ,abis colab abee colab ritsukii,"['abis', 'colab', 'abee', 'colab', 'ritsukii']","['abis', 'colab', 'abee', 'colab', 'ritsukii']"
2024-12-08 06:24:25+00:00,@heidymaharani4286,Abe ajja semoga ketemu ritsunat yaaa â¤â¤ðŸŽ‰ðŸ˜Š,0,Non-Toxic,51,Abe ajja semoga ketemu ritsunat yaaa ,abe ajja semoga ketemu ritsunat yaaa ,abe ajja semoga ketemu ritsunat yaaa,"['abe', 'ajja', 'semoga', 'ketemu', 'ritsunat', 'yaaa']","['abe', 'ajja', 'moga', 'ketemu', 'ritsunat', 'yaaa']"
2024-12-08 06:20:38+00:00,@anggitag4ming444,Sumpah demiapa lucu banget sebelas dua belas gemess nyaaðŸ¥°,1,Non-Toxic,60,Sumpah demiapa lucu banget sebelas dua belas gemess nyaa,sumpah demiapa lucu banget sebelas dua belas gemess nyaa,sumpah demiapa lucu banget sebelas belas gemess nyaa,"['sumpah', 'demiapa', 'lucu', 'banget', 'sebelas', 'belas', 'gemess', 'nyaa']","['sumpah', 'apa', 'lucu', 'banget', 'sebelas', 'belas', 'gemess', 'nyaa']"
2024-12-08 06:20:36+00:00,@sekarayuamiraharita7916,Ajja mukul apaðŸ¥¹<br>Bayi 3 literku baik soft spoken sekaliiiâ¤,0,Non-Toxic,65,Ajja mukul apabrBayi  literku baik soft spoken sekaliii,ajja mukul apabrbayi  literku baik soft spoken sekaliii,ajja mukul apabrbayi literku soft spoken sekaliii,"['ajja', 'mukul', 'apabrbayi', 'literku', 'soft', 'spoken', 'sekaliii']","['ajja', 'mukul', 'apabrbayi', 'liter', 'soft', 'spoken', 'sekaliii']"
2024-12-08 06:14:52+00:00,@Yossie_Chintia,Loh kok dikit durasiny,0,Non-Toxic,22,Loh kok dikit durasiny,loh kok dikit durasiny,loh dikit durasiny,"['loh', 'dikit', 'durasiny']","['loh', 'dikit', 'durasiny']"
2024-12-08 06:09:26+00:00,@citraa_channel,Lucunya ðŸ˜Š,0,Non-Toxic,12,Lucunya ,lucunya ,lucunya,['lucunya'],['lucu']
2024-12-08 06:08:35+00:00,@tessahillery6736,Abe: makasih yah bro aja ðŸ˜‚ gemesss,0,Non-Toxic,37,Abe makasih yah bro aja  gemesss,abe makasih yah bro aja  gemesss,abe makasih yah bro aja gemesss,"['abe', 'makasih', 'yah', 'bro', 'aja', 'gemesss']","['abe', 'makasih', 'yah', 'bro', 'aja', 'gemesss']"
2024-12-08 06:00:40+00:00,@rayhanaryanSugiarto,Tolong ajah aja di ajari sopan santun. MentangÂ² kaya. Abe kasianðŸ˜¢,1,Toxic,69,Tolong ajah aja di ajari sopan santun Mentang kaya Abe kasian,tolong ajah aja di ajari sopan santun mentang kaya abe kasian,tolong ajah aja ajari sopan santun mentang kaya abe kasian,"['tolong', 'ajah', 'aja', 'ajari', 'sopan', 'santun', 'mentang', 'kaya', 'abe', 'kasian']","['tolong', 'ajah', 'aja', 'ajar', 'sopan', 'santun', 'mentang', 'kaya', 'abe', 'kasi']"
2024-12-08 10:16:09+00:00,@Susiandriani592,"Emang cipung nya ngpain blok . cuma gara&quot; nendang kepala dino nya kan bukan nendang kepala Abe atau nendang badan nya.. hiperbola bgt fans nya abe cok.. gue kasih tau yeh blok cipung itu anak nya cool dia udah biasa berantem sama Rafatar.. Dia les private sepatu roda, les private gymnastic, les private renang, main sepak bola, main basket dan dia gk menyee2.. beda bgt sama Abe yg anak nya emang soft mungkin selama ini dia gk pernah ngalamin gitu kaya nya krna tongkrongan nya teman mami papi dan onty onkle.. jadi gitu saja dia udah kaget.. dan fans nya hiperbola hujat cipung SDM rendah emang.",0,Toxic,603,Emang cipung nya ngpain blok  cuma garaquot nendang kepala dino nya kan bukan nendang kepala Abe atau nendang badan nya hiperbola bgt fans nya abe cok gue kasih tau yeh blok cipung itu anak nya cool dia udah biasa berantem sama Rafatar Dia les private sepatu roda les private gymnastic les private renang main sepak bola main basket dan dia gk  beda bgt sama Abe yg anak nya emang soft mungkin selama ini dia gk pernah ngalamin gitu kaya nya krna tongkrongan nya teman mami papi dan onty onkle jadi gitu saja dia udah kaget dan fans nya hiperbola hujat cipung SDM rendah emang,emang cipung nya ngpain blok  cuma garaquot nendang kepala dino nya kan bukan nendang kepala abe atau nendang badan nya hiperbola bgt fans nya abe cok gue kasih tau yeh blok cipung itu anak nya cool dia udah biasa berantem sama rafatar dia les private sepatu roda les private gymnastic les private renang main sepak bola main basket dan dia gk  beda bgt sama abe yg anak nya emang soft mungkin selama ini dia gk pernah ngalamin gitu kaya nya krna tongkrongan nya teman mami papi dan onty onkle jadi gitu saja dia udah kaget dan fans nya hiperbola hujat cipung sdm rendah emang,emang cipung nya ngpain blok garaquot nendang kepala dino nya nendang kepala abe nendang badan nya hiperbola bgt fans nya abe cok gue kasih tau yeh blok cipung anak nya cool udah berantem rafatar les private sepatu roda les private gymnastic les private renang main sepak bola main basket gk beda bgt abe yg anak nya emang soft gk ngalamin gitu kaya nya krna tongkrongan nya teman mami papi onty onkle gitu udah kaget fans nya hiperbola hujat cipung sdm rendah emang,"['emang', 'cipung', 'nya', 'ngpain', 'blok', 'garaquot', 'nendang', 'kepala', 'dino', 'nya', 'nendang', 'kepala', 'abe', 'nendang', 'badan', 'nya', 'hiperbola', 'bgt', 'fans', 'nya', 'abe', 'cok', 'gue', 'kasih', 'tau', 'yeh', 'blok', 'cipung', 'anak', 'nya', 'cool', 'udah', 'berantem', 'rafatar', 'les', 'private', 'sepatu', 'roda', 'les', 'private', 'gymnastic', 'les', 'private', 'renang', 'main', 'sepak', 'bola', 'main', 'basket', 'gk', 'beda', 'bgt', 'abe', 'yg', 'anak', 'nya', 'emang', 'soft', 'gk', 'ngalamin', 'gitu', 'kaya', 'nya', 'krna', 'tongkrongan', 'nya', 'teman', 'mami', 'papi', 'onty', 'onkle', 'gitu', 'udah', 'kaget', 'fans', 'nya', 'hiperbola', 'hujat', 'cipung', 'sdm', 'rendah', 'emang']","['emang', 'cipung', 'nya', 'ngpain', 'blok', 'garaquot', 'nendang', 'kepala', 'dino', 'nya', 'nendang', 'kepala', 'abe', 'nendang', 'badan', 'nya', 'hiperbola', 'bgt', 'fans', 'nya', 'abe', 'cok', 'gue', 'kasih', 'tau', 'yeh', 'blok', 'cipung', 'anak', 'nya', 'cool', 'udah', 'antem', 'rafatar', 'les', 'private', 'sepatu', 'roda', 'les', 'private', 'gymnastic', 'les', 'private', 'renang', 'main', 'sepak', 'bola', 'main', 'basket', 'gk', 'beda', 'bgt', 'abe', 'yg', 'anak', 'nya', 'emang', 'soft', 'gk', 'ngalamin', 'gitu', 'kaya', 'nya', 'krna', 'tongkrong', 'nya', 'teman', 'mami', 'papi', 'onty', 'onkle', 'gitu', 'udah', 'kaget', 'fans', 'nya', 'hiperbola', 'hujat', 'cipung', 'sdm', 'rendah', 'emang']"
2024-12-08 05:51:04+00:00,@eviclaritas_,tolong dirasinya sampe ajjahe dan abadam kuliah di luar negri astagaaa lucu bgt anak2 onlen ku berdua iniðŸ˜ðŸ˜ðŸ¥°ðŸ¥°ðŸ¥°ðŸ¥°,0,Non-Toxic,129,tolong dirasinya sampe ajjahe dan abadam kuliah di luar negri astagaaa lucu bgt  onlen ku berdua ini,tolong dirasinya sampe ajjahe dan abadam kuliah di luar negri astagaaa lucu bgt  onlen ku berdua ini,tolong dirasinya sampe ajjahe abadam kuliah negri astagaaa lucu bgt onlen ku berdua,"['tolong', 'dirasinya', 'sampe', 'ajjahe', 'abadam', 'kuliah', 'negri', 'astagaaa', 'lucu', 'bgt', 'onlen', 'ku', 'berdua']","['tolong', 'ras', 'sampe', 'ajjahe', 'abadam', 'kuliah', 'negri', 'astagaaa', 'lucu', 'bgt', 'onlen', 'ku', 'dua']"
2024-12-08 23:46:54+00:00,@bellanurhazlinda5045,Kak ðŸ˜­ðŸ˜­ sampe kuliah ðŸ˜­ðŸ˜­. Tapi setuju sih,0,Non-Toxic,51,Kak  sampe kuliah  Tapi setuju sih,kak  sampe kuliah  tapi setuju sih,kak sampe kuliah setuju sih,"['kak', 'sampe', 'kuliah', 'setuju', 'sih']","['kak', 'sampe', 'kuliah', 'tuju', 'sih']"
2024-12-08 05:48:15+00:00,@avinindyid,Papi benny yg happy liat koleksi bro ajja wkwkwkwkwk,3,Non-Toxic,52,Papi benny yg happy liat koleksi bro ajja wkwkwkwkwk,papi benny yg happy liat koleksi bro ajja wkwkwkwkwk,papi benny yg happy liat koleksi bro ajja wkwkwkwkwk,"['papi', 'benny', 'yg', 'happy', 'liat', 'koleksi', 'bro', 'ajja', 'wkwkwkwkwk']","['papi', 'benny', 'yg', 'happy', 'liat', 'koleksi', 'bro', 'ajja', 'wkwkwkwkwk']"
2024-12-08 05:46:32+00:00,@indahmr9067,abecuuuuuu soft bgt ya dimanaa mana sama siapapun uuuu gemeeeeccccccc bangga ni onty,1,Toxic,84,abecuuuuuu soft bgt ya dimanaa mana sama siapapun uuuu gemeeeeccccccc bangga ni onty,abecuuuuuu soft bgt ya dimanaa mana sama siapapun uuuu gemeeeeccccccc bangga ni onty,abecuuuuuu soft bgt ya dimanaa uuuu gemeeeeccccccc bangga ni onty,"['abecuuuuuu', 'soft', 'bgt', 'ya', 'dimanaa', 'uuuu', 'gemeeeeccccccc', 'bangga', 'ni', 'onty']","['abecuuuuuu', 'soft', 'bgt', 'ya', 'dimanaa', 'uuuu', 'gemeeeeccccccc', 'bangga', 'ni', 'onty']"
2024-12-08 05:43:02+00:00,@n2nadss,lucu bgtt plss 2 bayi iniiðŸ˜­ðŸ˜­,0,Non-Toxic,34,lucu bgtt plss  bayi inii,lucu bgtt plss  bayi inii,lucu bgtt plss bayi inii,"['lucu', 'bgtt', 'plss', 'bayi', 'inii']","['lucu', 'bgtt', 'plss', 'bayi', 'ini']"
2024-12-08 05:41:27+00:00,@Rohim-10,Akhirnya ketemu juga kalian ðŸ˜ŠðŸ˜ŠðŸ˜Š,0,Non-Toxic,40,Akhirnya ketemu juga kalian ,akhirnya ketemu juga kalian ,ketemu,['ketemu'],['ketemu']
2024-12-08 05:36:57+00:00,@user-bu3ln8px3g,Ajja cosplay jadi spidermanðŸ˜‚ jadi dia ala-ala spidermen mukulin dino nya AbeðŸ˜…<br>Lucu banget dua bocil ini,0,Non-Toxic,112,Ajja cosplay jadi spiderman jadi dia alaala spidermen mukulin dino nya AbebrLucu banget dua bocil ini,ajja cosplay jadi spiderman jadi dia alaala spidermen mukulin dino nya abebrlucu banget dua bocil ini,ajja cosplay spiderman alaala spidermen mukulin dino nya abebrlucu banget bocil,"['ajja', 'cosplay', 'spiderman', 'alaala', 'spidermen', 'mukulin', 'dino', 'nya', 'abebrlucu', 'banget', 'bocil']","['ajja', 'cosplay', 'spiderman', 'alaala', 'spidermen', 'mukulin', 'dino', 'nya', 'abebrlucu', 'banget', 'bocil']"
